name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 50 mg 4 Tablet,Rp96.500 - Rp168.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 50 mg 1 Tablet,Rp156.800 - Rp164.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil Tablet 100 mg,Rp77.100 - Rp104.000,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, 1 Strip @ 4 Tablet salut selaput;Sildenafil citrate 100 mg;Pasien yang menggunakan nitrat organik, baik secara teratur dan atau kadang-kadang. Hipersensitifitas.;Novell Pharmaceutical Laboratories;BPOM: DKL1333528917A1;HARUS DENGAN RESEP DOKTER. Pria yang tidak dianjurkan melakukan hubungan kelamin dikarenakan keadaan jantung dan pembuluh darah mereka. Pasien yang menderita infarksi miokardial, stroke, aritmia yang mengancam kehidupan dalam waktu 6 bulan. Pasien dengan hipotensi pada saat beristirahat (tekanan darah kurang dari 90/50) atau hipertensi (tekanan darah lebih dari 170/110). Penyakit gagal jantung atau arteri koroner menyebabkan angina tidak stabil. Retinitis pigmentosa.;ERICFIL merupakan obat yang digunakan untuk mengobati disfungsi ereksi Ericfil mengandung Sildenafil citrate adalah inhibitor selektif dari siklik guanosin monofosfat (cGMP) -spesifik phosphodiesterase tipe 5 (PDE5) Obat ini menghambat fosfodiesterase tipe-5 (PDE-5) yang bertanggung jawab pada proses degradasi siklik guanosin monofosfat (cGMP) di corpus cavernosum Penghambatan PDE-5 meningkatkan cGMP yang menghasilkan relaksasi sel otot polos pembuluh darah paru Sildenafil citrate cepat diserap setelah pemberian oral, dengan bioavailabilitas absolut sekitar 41% Obat ini dimetabolisme di hati (terutama oleh enzim sitokrom P-450 3A4) dan diubah menjadi metabolit aktif dengan sifat yang mirip dengan Sildenafil citrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 10 mg,Rp197.300 - Rp203.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, nitrat organik, atau nitrit organik dalam bentuk sediaan apapun: pria yang tidak dianjurkan untuk melakukan hubungan seks akibat penyakit KV tidak stabil yang dideritanya;;;;CIALIS 10 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil 50 mg Odf,Rp36.500 - Rp44.400,Cara penggunaan Ericfil ODF: 1. Buka kemasan dari bagian atas. 2. Tarik kemasan secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut,,,,,,,,,,,, hipotensi (tekanan darah <90/50 mmHg), riwayat stroke atau infark miokard, dan kelainan retina degeneratif herediter misalnya: retinitis pigmentosa.;Novell Pharmaceutical Laboratories;BPOM: DKL2233554519A1;Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.;ERICFIL 50 MG ODF merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria (disfungsi ereksi) Obat ini mengandung Sildenafil Citrate, yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual Ericfil memiliki bentuk sediaan Oral Dissolving Film (ODF) Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 100 mg 4 Tablet,Rp124.400 - Rp248.700,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis 5 mg 14 Tablet,Rp697.000 - Rp716.000,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, tekanan intraokular, reaksi hipersensitif. Reaksi hipersensitif (termasuk ruam), priapisme, mata merah nyeri.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.;Dus, 2 Blister @ 14 Tablet Salut;Tadalafil 5 mg;Dikontraindikasikan pada terapi dengan nitrat;;;;CIALIS 5 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozgra 50 mg Tablet,Rp69.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, memiliki riwayat stroke atau sedang menderita infark miokard, pasien yang memiliki gangguan retina degenarif herediter, pasien dengan hipotensi, penderita kerusakan hati berat, hipertensi, pasien dengan gangguan paru-paru dan diabetes.;Pharos;BPOM: DKL1121635217A1;HARUS DENGAN RESEP DOKTER.;ROZGRA 50 MG TABLET mengandung Sildenafil citrate, golongan inhibitor selektif (cGMP) Obat ini digunakan untuk mengatasi masalah disfungsi ereksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 100 mg 1 Tablet,Rp196.100 - Rp237.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 20 mg,Rp245.800 - Rp252.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, gangguan fungsi jantung, infark miokard akut, stroke, aritmia, angina tidak stabil, gangguan fungsi ginjal, penggunaan bersamaan dengan obat golongan nitrat, NOS, dan guanylate cyclase stimulator.;Pyridam Farma;BPOM: DKI1973401817D1;HARUS DENGAN RESEP DOKTER. Konsultasikan pada dokter anda apabila memiliki kondisi sebagai berikut: Retinitis pigmentosa, Aortic stenosis, Hyperthrophic obstructive cardiomyopathy, deformasi penis, anemia bulan sabit, Myeloma multiple, leukemia, gangguan perdarahan, tukak lambung, gangguan ginjal dan hati, kehamilan dan menyusui.;CIALIS 20 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamu Ban Leng 50 ml,Rp30.000 - Rp35.400,,Diminum 3-4 kali sehari (sakit keras : 6-7 kali sehari) - Dewasa : 1 sendok teh - Anak : 1/2 sendok teh - Bayi : 3 sampai 5 tetes Minum dengan air atau teh hangat,,Herbal,Membantu meredakan gejala masuk angin seperti batuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamu Iboe Sambiloto Herbal 30 Kapsul,Rp56.100 - Rp77.200,Sesudah makan,3 kali sehari 1 Kapsul,,Herbal,Membantu memelihara daya tahan tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingto Luo Han Guo Peipa Hanpian 12 Tablet,Rp12.400 - Rp17.000,Diminum setelah makan.,Dihisap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komix Herbal Rasa Jahe 15 ml 6 Sachet,Rp15.500,Sesudah makan. Kocok dahulu sebelum diminum.,Dewasa : 3 x sehari 1 Sachet Anak-anak : 1/2 dosis dewasa,,Herbal,Membantu meredakan batuk berdahak,Dus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komix Herbal Rasa Jeruk Nipis 15 ml 6 Sachet,Rp14.000 - Rp15.300,Sesudah makan. Kocok dahulu sebelum diminum.,Dewasa : 3 x sehari 1 Sachet Anak-anak : 1/2 dosis dewasa,,Herbal,Membantu meredakan batuk berdahak,Dus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komix Herbal Rasa Peppermint 15 ml 6 Sachet,Rp14.100 - Rp15.500,Sesudah makan. Kocok dahulu sebelum diminum.,Dewasa : 3 x sehari 1 Sachet Anak-anak : 1/2 dosis dewasa,,Herbal,Membantu meredakan batuk berdahak,Dus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laserin Sirup 60 ml,Rp11.500 - Rp12.600,Sesudah makan,Dewasa: 3 x sehari 1 sendok makan (15 ml) Anak - anak: 3 x sehari 1 sendok teh (5 ml) Bayi: 2 x sehari 1/2 sendok teh (2.5 ml),Belum terdapat data keamanan untuk obat ini,Herbal,Membantu meredakan batuk,,,,,,,, Succus liquiritae 0.016 g.;Hipersensitif,Penderita obstruksi usus,Penderita yang harus menghindari konstipasi.;Mecosin Indonesia;BPOM: TR192636251;Simpan ditempat sejuk, jauhkan dari jangkauan anak-anak.;LASERIN SIRUP adalah merupakan obat batuk herbal dengan kandungan utama jahe merah dan bahan alami lain nya seperti cengkeh, daun sirih , kayu manis Laserin membantu meredakan batuk dan melegakan tenggorokan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OB Herbal Ziplong Cair 12 ml 5 Sachet,Rp7.500 - Rp22.300,Sesudah makan,Dewasa: 3 kali sehari 1 sachet (12 ml). Anak-anak: 3 kali sehari 0.5 sachet (6 ml).,,Herbal,Membantu meredakan batuk. Membantu menghangatkan dan melegakan tenggorokan.,Dus @ 5 Sachet,Zingiberis Rhizoma 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinargi Santopect 300 mg 60 Pil,Rp402.500 - Rp500.600,Diminum dengan air hangat,3 kali sehari 5 pil,,Herbal,Membantu meredakan gejala panas dalam,Dus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicks Formula Jahe Madu 28 ml,Rp14.300,Sesudah makan,dewasa dan anak diatas 12 tahun : 3 x Sehari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcoxia 90 mg 10 Tablet,Rp197.300 - Rp247.500,Sebelum atau sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Osteoartritis & nyeri kronik mussculoskeletal,,,,,,,,,,, menghilangkan nyeri akut pada pembedahan pengobatan gigi;Dus, 3 Blister @ 10 Tablet salut selaput;Etoricoxib 90 mg;Hipersensitif terhadap komponen obat, radang usus, hipertensi yang tidak terkontrol.;Organon Pharma Indonesia;BPOM: DKL1906609417B1;HARUS DENGAN RESEP DOKTER. Penyakit ginjal lanjut. Gangguan fungsi ginjal yang signifikan sebelumnya, gagal jantung yang tidak terkompensasi atau sirosis. Pasien dehidrasi. Edema yang sudah ada sebelumnya, hipertensi atau gagal jantung. Riwayat KV atau efek trombotik lainnya, perforasi GI, ulkus & perdarahan (PUB) & pasien >65 thn. Pasien yang dirawat karena infeksi. Pasien yang sebelumnya mengalami serangan asma akut, urtikaria atau rinitis. Kategori kehamilan: Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil. Obat dapat diekskresikan melalui ASI, konsultasikan kepada tenaga medis apabila sedang menyusui.;ARCOXIA 90 MG mengandung etericoxib Senyawa ini merupakan jenis penghambat enzim cyclooksigenase tipe 2, dengan begitu dapat mengurangi produksi prostaglandin dari asam arakidonat yang menjadi penyebab nyeri dan inflamasi Arcoxia berfungsi untuk meringankan gejala pada terapi osteoartritis, meringankan nyeri muskuloskeletal kronik, meringankan nyeri akut yang berhubungan dengan bedah mulut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumagesic 600 mg 4 Tablet,Rp2.800 - Rp3.200,Obat diminum sebelum atau setelah makan.,Dewasa : 1 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanmol 500 mg 4 Tablet,Rp2.300 - Rp2.500,Obat dapat diminum sebelum atau sesudah makan.,Dewasa dan anak >12 tahun: 1 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mefinal 500 mg 10 Kaplet,Rp18.000 - Rp19.600,Dikonsumsi sesudah makan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya,,,,,,,,,, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.;MEFINAL 500 MG merupakan obat dengan kandungan Asam Mefenamat yang bekerja secara reversible menghambat siklooksigenase 1 dan 2 (COX 1 dan 2) sehingga mengakibatkan penurunan laju sintesa prostaglandin dan menunjukan sifat analgesik, antiinflamasi dan antipiretik Obat ini dapat digunakan untuk Nyeri pada kondisi rematik, cedera jaringan lunak, kondisi muskuloskeletal menyakitkan lainnya, dismenorea, sakit kepala, sakit gigi, nyeri pasca operasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltadex 50 mg 10 Tablet,Rp4.600 - Rp7.200,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 12 tahun : 50-75 mg,,,,,,,,,,, anti inflamasi, dan antipiretik dengan mekanisme kerja secara reversibel menghambat siklooksigenase-1 dan 2 serta menghambat sintesis prostaglandin Obat ini digunakan sebagai terapi awal untuk membantu mengobati rematik yang disertai inflamasi dan degeneratif (artritis rematoid, ankylosing spondylitis, osteoartritis dan spondilartritis), sindroma nyeri dan kolumna vertebralis, rematik non-artikular, serangan akut dari gout, nyeri pascabedah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanmol Forte 4 Tablet,Rp2.700 - Rp3.000,Dikonsumsi sebelum atau sesudah makan.,Dewasa dan anak usia lebih dari 12 tahun : 1 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cataflam 50 mg 10 Tablet,Rp70.700 - Rp91.800,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 14 tahun: 25 mg atau 50 mg,,,,,,,,,,, ruam.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi akut dan kronik gejala RA (Rheumatoid Arthritis), OA (Osteoarthritis) & Spondilitis Ankilosa, mengatasi nyeri & Dismenorea primer, bila diinginkan efek segera;Dus, 5 Blister @ 10 Tablet Salut Gula;Kalium Diklofenak 50 mg;Hipersensitivitas. Ulserasi GI aktif, perdarahan atau perforasi. Pasien yang pernah mengalami asma, urtikaria atau reaksi alergi setelah terapi aspirin atau NSAID. Nyeri peri-op pada operasi CABG. CHF [New York Heart Association (NYHA) kelas II-IV]. Penyakit jantung iskemik. Penyakit arteri perifer &/atau serebrovaskular. Ginjal (GFR <15 mL/mnt/1,73 m2) & gagal hati. Hamil (trimester terakhir) & ibu menyusui.;Novartis Indonesia;BPOM: DKL9930408316B1;HARUS DENGAN RESEP DOKTER. Hati-hati penggunaan pada pasien yang diketahui atau berisiko mengalami penyakit hipertensi, retensi cairan atau gagal jantung, riwayat tukak atau perdarahan GI. Ketepatan diagnosis & pengamatan medis secara ketat perlu dilakukan pd pasien dg gejala/riwayat ggn GI, penyakit Crohn, ggn fungsi hati, ginjal, & jantung, asma, rinitis alergi musiman, pembengkakan mukosa hidung, PPOK atau infeksi sal napas kronik. Pantau tes fungsi hati, Tekanan darah (pd penggunaan lama). Pasien dg porfiria hepatik. Lanjut usia, anak. Dpt mengganggu kemampuan mengemudi atau menjalankan mesin. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil. Pada trimester ketiga Kategori D: Terbukti berisiko terhadap janin. Meski demikian, obat masih dapat digunakan jika obat diperlukan untuk mengatasi keadaan yang mengancam jiwa, atau penyakit serius, dimana obat yang lebih aman tidak dapat digunakan atau tidak efektif.;CATAFLAM TABLET merupakan obat anti nyeri dengan kandungan Kalium Diklofenak Kalium Diklofenak atau Potassium Diclofenac merupakan obat golongan Obat Antiinflmasi Non Steroid yang memiliki aktifitas antiinflamasi atau antiradang dan antinyeri Obat ini digunakan untuk terapi akut & kronik tanda-tanda dan gejala-gejala RA (Rheumatoid Arthritis), OA (Osteoarthritis) & spondilitis ankilosa Penatalaksanaan nyeri & dismenore primer, jika nyeri perlu diredakan dengan cepat Pengobatan jangka pendek pada serangan migrain akut & nyeri & peradangan pasca operasi setelah operasi gigi & ortopedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opistan 500 mg 10 Kaplet,Rp6.400 - Rp9.500,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya,,,,,,,,,, dispepsia, mulas, gastritis. Gangguan hepatobilier: Hepatitis, penyakit kuning. Pemeriksaan penunjang: Peningkatan enzim hati. Gangguan sistem saraf: Meningitis aseptik, sakit kepala. Gangguan kejiwaan: Gugup, insomnia, kebingungan, depresi. Gangguan ginjal dan kemih: Disuria, sistitis. Gangguan sistem reproduksi dan payudara: Hematuria. Gangguan pernapasan, toraks dan mediastinum: Asma. Gangguan kulit dan jaringan subkutan: Pruritus, urtikaria, ruam, eritema multiforme. Gangguan pembuluh darah: Hipertensi. Berpotensi Fatal: Kejadian trombotik CV termasuk MI dan stroke, peradangan gastrointestinal, perdarahan, ulserasi, perforasi. Jarang, dermatitis eksfoliatif, nekrolisis epidermal toksik, sindrom Stevens-Johnson, hepatitis fulminan, nekrosis hati, gagal hati.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri paska operasi;Dus, 10 Strip @ 10 Kaplet Salut Selaput;Asam Mefenamat 500 mg;Hipersensitivitas. Pasien dengan aktif atau riwayat tukak/perdarahan peptikum berulang, riwayat perdarahan gastrointestinal atau perforasi (terkait dengan terapi NSAID sebelumnya), penyakit radang usus, gagal jantung berat, riwayat asma, bronkospasme, rinitis, angioedema, urtikaria, atau tipe alergi reaksi setelah minum aspirin atau NSAID lainnya. Pengobatan nyeri peri-operatif dalam pengaturan operasi CABG. Ginjal (CrCl <30 mL/menit) dan gangguan hati berat. Kehamilan (trimester ketiga).;Otto Pharmaceutical Industries;BPOM: DKL8818803909A1;Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Hati-hati penggunaan pada pasien dengan faktor risiko kejadian KV (misalnya hipertensi, hiperlipidemia, diabetes mellitus, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.;OPISTAN mengandung Asam mefenamat yang merupakan golongan NSAID Asam mefenamat secara reversibel menghambat siklooksigenase-1 dan -2 (COX-1 dan -2), sehingga mengakibatkan penurunan laju sintesis prostaglandin dan menunjukkan sifat analgesik, anti-inflamasi serta antipiretik Obat dengan kandungan Asam Mefenamat diindikasikan untuk nyeri ringan sampai sedang seperti sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri pasca operasi,,,,,,,,
Buscopan Plus 4 Tablet,Rp22.500 - Rp27.900,Dikonsumsi sebelum atau sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 1-2 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuralgin Rx 10 Kaplet,Rp7.900 - Rp12.500,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 3-4 x sehari 1-2 kaplet. Anak : 3-4 x sehari 1/2-1 kaplet.,Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya,,,,,,,,,, Pyridoxine HCl 10 mg, Cyanocobalamine 10 mcg, Trimethylxanthine 50 mg;Ulkus peptikum. Ibu hamil dan menyusui. Bronkospasme, alergi rinitis dan urtikaria karena asetosal. Anak usia kurang dari 14 tahun. Hipersensitif terhadap methampyron.;Kalbe Farma;BPOM: DKL8511603809A1;HARUS DENGAN RESEP DOKTER. Hindarkan penggunaan pada kehamilan trimester 3 karena dapat menyebabkan penutupan dini duktus arteriosus. Pemberian bersama dengan NSAID lain.;NEURALGIN RX merupakan obat dengan kandungan Methampyron, Thiamin HCl, Pyridoxine HCl, Cyanocobalamine, Trimethylxantine Methampyron bekerja sebagai antiinflamasi, analgesik melalui penghambatan prostaglandin dengan menghambat enzim cyclooxygenase dan Vitamin B untuk membantu mengatasi nyeri terkait gangguan saraf seperti neuritis atau neuralgia Obat ini ditujukan untuk pengobatan pada dismenore primer, meredakan nyeri ringan hingga sedang, meredakan gejala dan tanda osteoarthritis, meredakan gejala dan tanda rheumatoid arthritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracetamol 500 mg 10 Kaplet,Rp2.200 - Rp5.600,Obat dapat diminum sebelum atau sesudah makan,Dewasa: 1-2 kaplet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
