name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Diabetasol Vita Digest Pro Susu Rasa Cappuccino 600 g,Rp122.700 - Rp203.700,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, dengan membantu mengatur kadar glukosa darah pada penderita diabetes bila disertai dengan konsumsi makanan dan minuman rendah gula dan gizi seimbang Diabetasol vita digest in tidak mengandung gila, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Cokelat 1 Kg,Rp196.500 - Rp313.500,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Cokelat 180 g,Rp40.500 - Rp66.000,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, kering dan terlindung dari kelembaban.;Diabetasol Vita Digest Pro Susu Rasa Cokelat 180 g merupakan susu medis khusus untuk penderita diabetes, dengan membantu mengatur kadar glukosa darah pada penderita diabetes bila disertai dengan konsumsi makanan dan minuman rendah gula dan gizi seimbang Diabetasol vita digest in tidak mengandung gila, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Cokelat 600 g,Rp123.200 - Rp212.900,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Vanila 1 Kg,Rp195.300 - Rp336.300,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Vanilla 180 g,Rp28.800 - Rp65.100,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diminum setiap hari,-,Pangan Olahan Keperluan Medis Khusus,Membantu mengatur kadar glukosa darah pada penderita diabetes bila disertai dengan konsumsi makanan dan minuman rendah gula dan gizi seimbang.,Box (Rasa Vanila) 180 G X 1,Maltodextrin,,,,,, dengan membantu mengatur kadar glukosa darah pada penderita diabetes bila disertai dengan konsumsi makanan dan minuman rendah gula dan gizi seimbang Diabetasol vita digest in tidak mengandung gila, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetasol Vita Digest Pro Susu Rasa Vanilla 600 g,Rp128.000 - Rp215.600,Campurkan 4 sendok takar dilarutkan dalam 200 ml air matang,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, rendah lemak, mengandung kalsium yang berfungsi untuk memadatkan tulang dan gigi, serta tidak mengandung kolesterol sehingga cocok digunakan untuk penderita diabetes dan mampu mengurangi resiko penyakit jantung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldsure By Ensure 900 g,Rp319.000 - Rp374.400,Tuangkan 6 sendok takar susu ke dalam 185 ml air hangat atau dingin lalu aduk hingga tercampur rata,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, Kalium klorida, Natrium sitrat, Kaliumm fosfat, Natrium klorida, Kalsium karbonat, Kalium hidroksida, Besi sulfat, Zink sulfat, Mangan sulfat, Tembaga sulfat, Kromium klorida, Kalium iodida, Natrium molibdat, Natrium selenat), Kalsium �-hidroksi-�-metilbutirat (CaHMB), Perisa sintetik vanila, Kolin klorida, Vitamin (Asam askorbat, Vitamin E (dl-Alfa tokoferil asetat), Kalsium pantotenat, Niasinamida, Piridoksin hidroklorida, Riboflavin, Tiamin hidroklorida, Vitamin A, Palmitat, Asam folat, Beta karoten, Filokuinon, Biotin, Vitamin D3, Sianokobalamin, Taurin, L-karnitin, Antioksidan (Askorbil palmitat dan Campuran tokoferol).;;Abbott;BPOM: ML562509039512;Produk ini merupakan pangan olahan keperluan medis khusus bagi orang dewa yang mengalami gizi buruk atau kurang gizi untuk membantu pemulihan terhadap penyakit Penggunaan produk ini harus dengan rekomendasi dokter.;GOLDSURE merupakan susu nutrisi dewasa yang digunakan untuk membantu pada masa pemulihan karena mengandung HMB, Triple protein Penggunaa produk ini harus atas rekomendasi dokter,,,,,,,,,,,
SGM Eksplor Gain Optigrow 1 Vanilla Susu Bubuk 400 g,Rp68.700 - Rp110.400,,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu. Dosis Takaran susu formula bayi dapat dilihat pada Tabel Pemberian Formula.,,Pangan Olahan Keperluan Medis Khusus,SGM EKSPLOR GAIN OPTIGROW merupakan formula bayi bubuk yang digunakan untuk anak usia di atas 1 tahun dengan indikasi:- Anak berisiko gagal tumbuh- Gizi kurang- Gizi buruk HARUS DENGAN RESEP DOKTER Produk bukan untuk pemberian secara parental.,Dus @ 400 g,Susu bubuk,,,,,, dan askrobil palmitat), L-Karnitin.;;Sari Husada Generasi Mahardika;BPOM: MD862411027116;Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak beresiko gagal tumbuh, gizi kurang dan/ atau gizi buruk untuk Anak Usia di Atas 1 Tahun. Pemakaian produk ini harus di bawah pengawasan Dokter ahli gizi atau praktisi medis. Tidak cocok untuk bayi dan pasien galaktosemia. Tidak disarankan untuk mengkonsumsi produk ini jika asupan energi sudah cukup. Untuk penggunaan lebih lanjut dengan dokter atau ahli gizi. PETUNJUK PENYIMPANAN:Simpan SGM Eksplor Gain Optigrow 1 Vanilla Susu Bubuk di tempat dingin dan kering (kurang dari 25 C). Jangan disimpan di lemari es. SGM Eksplor Gain Optigrow 1 yang sudah dibuka harus disimpan dalam kemasan tertutup dan habiskan dalam waktu 1 (satu) bulan.;SGM Eksplor Gain Optigrow mengandung IronC dan Formula tinggi Kalori 100 kcal/ 100 ml bantu dukung kejar tumbuh anak, Minyak Ikan dan Omega 3&6 bantu penyerapan nutrisi penting secara maksimal, serta Vit C dan Zinc untuk membantu daya tahan tubuh anak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGM Ananda Gain 100 0-12 Bulan Susu Bubuk 400 g,Rp89.600 - Rp130.400,1. Bersihkan dan sterilisasi tempat penyiapan formula. 2. Cuci tangan dengan sabun,,,,,,,,,,,, dan askorbil palmitat), Minyak ikan (sumber DHA) )(mengandung antioksidan natrium askorbat, tokoferol campuran pekat, dan askrobil palmitat), L-Karnitin;;Sari Husada Generasi Mahardika;BPOM: MD862412052019;Produk ini merupakan Pangan Olahan Keperluan Medis Khusus untuk Dukungan Nutrisi bagi Anak Berisiko Gagal Tumbuh, Gizi Kurang, dan/atau Gizi Buruk Untuk Bayi Usia 0-12 Bulan. Penggunaan Produk Harus dengan Rekomendasi Dokter.;SGM Ananda Gain 100 0-12 Bulan Susu Bubuk merupakan susu formula bayi bubuk formula untuk usia 0-12 bulan Air Susu Ibu (ASI) adalah nutrisi yang terbaik dan penggunaan formula untuk bayi hanya atas rekomendasi Dokter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infatrini Powder 400 g,Rp298.400 - Rp322.700,Standar Pengenceran : Untuk Menyiapkan 100 ml formula,,,,,,,,,,,, galakto-oligosakarida (GOS), konsentrat protein whey, frukto-oligosakarida (FOS), trinatrium sitrat, kalsium karbonat, kalsium karbonat, trikalsium fosfat, campiran minyak ikan dan minyak sel tunggal (DHA/AA ( mengandung antioksidan DL-alpha-tokoferol dan askorbit palmitat)) , kalium klorida , inositol , trimagnesium disitrat, pengemulsi nabati ( lesitin kedelai), asam askorbat , besi sulfat , seng sulfat, sitidin-5 -monofosfat, adenosin 5-monofosfar, garam natrium inosin 5- monofosfar , garam natrium guanosin 5 monophosphat, kalsium D-pantotenat, tembaga sulfat , tiamin hidroklorida, retinol palmitat , D-Biotin , sianokobalamin, kolekalsiferol, riboflavin , piridoksin hidroklorida, kalium iodida, fitomenadion , natrium selenit. Mengandung alergen, lihat daftar bahan yang dicetak tebal.;Tidak cocok digunakan pada bayi yang tidak memiliki indikasi gangguan medis khusus yang menyebabkan naiknya kebutuhan kalori dan pada bayi yang tidak berisiko gagal tumbuh, gizi kurang atau gizi buruk.;Nutricia;BPOM: ML562409007738;Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak beresiko gagal tumbuh, gizi kurang dan/ atau gizi buruk. Penggunaan produk harus dengan rekomendasi Dokter atau ahli gizi. Tidak disarankan untuk mengkonsumsi produk ini jika asupan energi sudah cukup. Untuk penggunaan lebih lanjut dengan dokter atau ahli gizi. PERINGATAN: Formula hendaknya tidak dihangatkan lebih dari 15 menit sebelum digunakan. Jangan mendidihkan forula dan jangan menggunakan microwave untuk menyiapkan atau menghangatkan formula. PETUNJUK PENYIMPANAN: Simpan Nutricia Infatrini sediaan bubuk di tempat dingin dan kering (kurang dari 25 C). Jangan disimpan di lemari es. Nutricia Infatrini yang sudah dibuka harus disimpan dalam kemasan tertutup dan habiskan dalam waktu 1 (satu) bulan. Nutricia Infatrini hendaknya tidak dihangatkan lebih dari 15 menit sebelum digunakan. Jangan mendidihkan formula dan jangan menggunakan microwave untuk menyiapkan atau menghangatkan formula.;INFATRINI POWDER merupakan susu formula yang mengandung kalori lebih tinggi dari standar formula bayi, yaitu 100 kkal/100mL Infatrini diindikasikan pada bayi usia 0-12 bulan atau sampai berat badan 5 kg yang memiliki gangguan medis yang menyebabkan naiknya kebutuhan kalori dan pada bayi dengan risiko gagal tumbuh, gizi kurang, atau gizi buruk Akan terjadi kemungkinan yang tidak diinginkan jika diberikan pada bayi yang tidak memiliki indikasi seperti diatas,,,,,,,,,,
Nutrinidrink Powder Vanila 400 g,Rp194.000 - Rp274.100,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu. PETUNJUK PENYIAPAN: Cuci tangan Anda dan siapkan serta gunakan peralatan yang bersih. Untuk penyiapan Nutrinidrink,,,,,,,,,,,, pati jagung, gom arab, selulosa), pengemulsi (lesitin kedelai), tri-kalium sitrat, tri-kalsium fosfat, magnesium klorida, perisa identik alami cokelat (mengandung susu), di-kalium hydrogen fosfat, kalsium klorida, koline klorida, karotenoid mengandung kedelai (?karoten, lutein, likopen), natrium L-askorbat, kalium klorida, kalium hidroksida, taurine, besi laktat, seng sulfat, L-karnitin, nikotinamida, DL-a tokoferil asetat, tembaga glukonat, retinil asetat, natrium selenit, mangan sulfat, kolekalsiferol, D-biotin, kalsium D-pantotenat, tiamin hidroklorida, kromium klorida, riboflavin, piridoksin hidroklorida, asam pteroil mono glutamate, kalium iodide, natrium fluoride, natrium molibdat, fitomenadion, sianokobalamin.;Tidak cocok untuk pasien dengan diet serat dan pasien galaktosemia.;Nutricia;BPOM: ML562409020738;Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak beresiko gagal tumbuh, gizi kurang dan/ atau gizi buruk. Pemakaian produk ini harus di bawah pengawasan Dokter ahli gizi atau praktisi medis. Tidak cocok untuk bayi dan pasien galaktosemia. Tidak disarankan untuk mengkonsumsi produk ini jika asupan energi sudah cukup. Untuk penggunaan lebih lanjut dengan dokter atau ahli gizi. PETUNJUK PENYIMPANAN: Simpan Nutrinidrink sediaan bubuk di tempat dingin dan kering (kurang dari 25 C). Jangan disimpan di lemari es. Nutrinidrink yang sudah dibuka harus disimpan dalam kemasan tertutup dan habiskan dalam waktu 1 (satu) bulan.;NUTRINIDRINK VANILA merupakan makanan diet khusus untuk anak usia 1-12 tahun Makanan diet khusus berbahan dasar susu sapi yang bergizi dan mengandung Energi (1 5 kkal/ml) untuk membantu memberi pemenuhan energi, yang karena kondisi tertentu tidak dapat dipenuhi dari makanan padat Karbohidrat, lemak, protein, 12 vitamin dan 10 mineral untuk membantu pertumbuhan anak Asam linoleat dan asam alpha linolenat sebagai asam lemak esensial Selain itu, produk ini tidak mengandung laktosa, sehingga dapat digunakan oleh anak yang mengalami intoleransi laktosa Pemakaian produk ini harus di bawah pengawasan Dokter
Bebelove Gold Soya 1 Formula Soya Bayi Bubuk 170 g,Rp44.400 - Rp49.000,Saran penyajian dapat dilihat pada kemasan produk.,Takaran susu formula lihat pada Tabel pemberian formula yang tertera pada kemasan atau sesuai dengan saran dan petunjuk dokter dan ahli kesehatan lainnya.,,Pangan Olahan Diet Khusus,Formula soya bayi dengan isolat protein kedelai yang baik untuk bayi usia0-6 Bulan yang alergi terhadap susu sapi.,Dus @ 170 G,Maltodekstrin,,,,,, Taurin, L-Karnitin.;;Nutricia;;Air Susu Ibu (ASI) adalah yang terbaik untuk bayi Anda. Susu formula bayi bukan pengganti Air Susu Ibu (ASI). Penggunaan susu formula hanya dapat dilakukan sesuai saran dan petunjuk dokter dan ahli kesehatan lainnya. Pemberian Air Susu Ibu (ASI) secara eksklusif bagi bayi di Indonesia sejak lahir sampai dengan bayi berumur 6 (enam) bulan dan dianjurkan dilanjutkan sampai anak usia 2 (dua) tahun dengan pemberian makanan pendamping ASI. Untuk kesehatan bayi Anda, ikutilah tabel aturan pemberian dengan baik atau konsultasikan dengan dokter anak Anda atau ahli kesehatan lainnya, mengenai kebutuhan serta cara yang tepat atas penggunaan susu formula. PETUNJUK PENYIMPANAN : Tutuplah rapat-rapat kemasan sesudah dipakai dan simpan di tempat yang sejuk dan kering, tetapi bukan di lemari es. Hindari sinar matahari. Pakailah isi kemasan ini dalam 2 minggu sesudah dibuka. Jangan konsumsi Jika Anda menemukan perubahan warna, bau, dan rasa pada produk ini.;BEBELOVE GOLD SOYA 1 adalah formula soya bayi bubuk dengan isolat protein kedelai untuk bayi usia 0-6 bulan yang alergi terhadap susu sapi Susu ini mengandung berbagai Vitamin dan Mineral yang berperan untuk pertumbuhan optimal anak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactogen Lactose Free 400 g,Rp115.000 - Rp159.900,1. Cuci tangan Anda dengan sabun sebelum membersihkan dan mensterilkan peralatan minum bayi. 2. Cuci peralatan minum bayi dengan air yang mengalir sampai bersih. 3. Rebus peralatan minum bayi dalam air mendidih selama 5-10 menit. Biarkan dalam panci tertutup sampai saat akan dipakai. Bila peralatan minum bayi tidak langsung digunakan,,,,,,,,,,,, pengemulsi Lesitin kedelai, pengatur keasaman, premiks vitamin dan 2 vitamin, Lactobacillus reuteri DSM 17938, premiks Nukleotida, L-Karnitin. Mengandung Allergen, lihat daftar bahan yang dicetak tebal pada kemasan.;;Nestle;BPOM: ML 562409160006;Produk ini merupakan pangan olahan medis khusus untuk bayi yang intoleransi laktosa. Untuk penggunaan LACTOGEN Lactose Free, konsultasikan dengan dokter, perawat, bidan, apoteker, nutrisionis atau dietisien berdasarkan indikasi medis dan disertai cara penggunaan yang benar.;LACTOGEN LACTOSE FREE merupakan susu formula bayi yang tidak mengandung laktosa atau lactose Susu formula ini ditujukan untuk digunakan pada bayi usia 0 - 12 bulan yang mengalami intoleransi terhadap laktosa dan diare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutribaby Royal 2 Formula Bayi Bubuk 400 g,Rp113.600 - Rp147.500,Saran penyajian dapat dilihat pada kemasan produk.,Takaran susu formula bayi 6-12 bulan dapat dilihat pada Tabel Pemberian Formula,,Pangan Olahan Diet Khusus,Susu formula bayi bubuk untuk Bayi usia 6-12 bulan.,Dus @ 400 Gram,Protein whey,,,,,, L-karnitin.;;Nutricia;;Air Susu Ibu (ASI) adalah susu yang bagus untuk bayi. Susu Formula bayi bukan pengganti ASI. Gunakan sesuai saran dan petunjuk dokter atau ahli kesehatan lainnya untuk pemberian susu formula untuk bayi baru lahir. Pemberian Air Susu Ibu (ASI) (Susu bayi yang bagus) dianjurkan untuk diberikan secara eksklusif kepada bayi yang baru lahir hingga bayi berusia 6 (enam) bulan dan diteruskan hingga bayi berusia 2 (dua) tahun dengan makanan pendamping ASI (susu bayi terbaik) sesuai dengan kebutuhan tumbuh kembangnya. ASI (Susu terbaik untuk bayi) penting untuk dukung tumbuh kembang bayi 1-6 bulan. Kandungan susu dapat dilihat pada Informasi Nilai Gizi. PETUNJUK PENYIMPANAN: Tutuplah rapat-rapat kemasan sesudah dipakai dan simpan di tempat yang sejuk dan kering, tetapi bukan di lemari es. Hindari sinar matahari. Pakailah isi kemasan ini dalam 2 minggu sesudah dibuka. Jika Anda menemukan perubahan warna, bau, dan rasa pada produk ini, jangan dikonsumsi.;Nutribaby Royal 2 merupakan susu formula bayi bubuk lanjutan untuk bayi usia 6-12 Bulan Produk ini diperkaya dengan Galakto Oligosakarida (GOS), Frukto Oligosakarida (FOS), 16 Mineral, serta 17 vitamin yang dapat membantu melengkapi kebutuhan nutrisi bayi Anda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrinidrink Coklat 200 ml,Rp31.500 - Rp34.200,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu. Produk ini merupakan kemasan siap diminum,,,,,,,,,,,, gom arab, selulosa), pengemulsi (lesitin kedelai), tri-kalium sitrat, tri-kalsium fosfat, magnesium klorida, perisa identik alami cokelat (mengandung susu), di-kalium hydrogen fosfat, kalsium klorida, koline klorida, karotenoid mengandung kedelai (?karoten, lutein, likopen), natrium L-askorbat, kalium klorida, kalium hidroksida, taurine, besi laktat, seng sulfat, L-karnitin, nikotinamida, DL-a tokoferil asetat, tembaga glukonat, retinil asetat, natrium selenit, mangan sulfat, kolekalsiferol, D-biotin, kalsium D-pantotenat, tiamin hidroklorida, kromium klorida, riboflavin, piridoksin hidroklorida, asam pteroil mono glutamate, kalium iodide, natrium fluoride, natrium molibdat, fitomenadion, sianokobalamin.;Tidak cocok untuk pasien dengan diet serat dan pasien galaktosemia.;Nutricia;BPOM: ML262409017738;Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak, dan membantu pertumbuhan anak. Tidak cocok untuk pasien dengan diet serat dan pasien galaktosemia. Tidak disarankan untuk mengkonsumsi produk ini jika asupan energi sudah cukup. Untuk penggunaan lebih lanjut dengan dokter atau ahli gizi. PETUNJUK PENYIMPANAN: Simpan di tempat sejuk dan kering. Setelah dibuka, simpan di lemari es maksimum 24 jam.;NUTRINIDRINK COKLAT adalah Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak Pemakaian produk ini harus di bawah pengawasan Dokter,,,,,,
Nutrinidrink Vanila 200 ml,Rp31.500 - Rp34.200,Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu. Produk ini merupakan kemasan siap diminum,,,,,,,,,,,, gom arab, selulosa), pengemulsi (lesitin kedelai), tri-kalium sitrat, tri-kalsium fosfat, magnesium klorida, perisa identik alami cokelat (mengandung susu), di-kalium hydrogen fosfat, kalsium klorida, koline klorida, karotenoid mengandung kedelai (?karoten, lutein, likopen), natrium L-askorbat, kalium klorida, kalium hidroksida, taurine, besi laktat, seng sulfat, L-karnitin, nikotinamida, DL-a tokoferil asetat, tembaga glukonat, retinil asetat, natrium selenit, mangan sulfat, kolekalsiferol, D-biotin, kalsium D-pantotenat, tiamin hidroklorida, kromium klorida, riboflavin, piridoksin hidroklorida, asam pteroil mono glutamate, kalium iodide, natrium fluoride, natrium molibdat, fitomenadion, sianokobalamin.;Tidak cocok untuk pasien dengan diet serat dan pasien galaktosemia.;Nutricia;BPOM: ML262409017738;Produk ini merupakan pangan olahan keperluan medis khusus untuk dukungan nutrisi anak, dan membantu pertumbuhan anak. Tidak cocok untuk pasien dengan diet serat dan pasien galaktosemia. Tidak disarankan untuk mengkonsumsi produk ini jika asupan energi sudah cukup. Untuk penggunaan lebih lanjut dengan dokter atau ahli gizi. PETUNJUK PENYIMPANAN: Simpan di tempat sejuk dan kering. Setelah dibuka, simpan di lemari es maksimum 24 jam.;NUTRINIDRINK VANILA adalah Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak Pemakaian produk ini harus di bawah pengawasan Dokter,,,,,,
Puramino 400 g,Rp442.800 - Rp654.700,Larutkan bubuk Puramino 400 G menggunakan sendok takar yang tersedia dengan air matang dan kocok sampai bubuk tercampur dengan baik,Diberikan sesuai dengan petunjuk dosis penggunaan,,,,,,,,,,, L-fenilalanin, Glisin, L-sistin, L-histidin, L-triptofan, L-metionin) (17%), Minyak bunga matahari oleat tinggi (10%), Trigliserida rantai sedang ( MCT) minyak (9%), minyak kedelai (8%), pati tapioka termodifikasi (3%), dan kurang dari 2%. Minyak Mortierella alpina, Minyak Crypthecodinium cohnii, Kolin klorida, Inositol, Asam askorbat, Niacinamide, Kalsium pantotenat, Riboflavin, Thiamin hidroklorida, Vitamin B6 Hidroklorida, Vitamin D3, Asam folat, Vitamin K1, Biotin, Taurin, Vitamin E Asetat, L-karnitin , Vitamin A palmitat, Vitamin B12, Kalsium fosfat, Kalium sitrat, Kalium sitrat, Kalsium sitrat, Natrium sitrat, Kalium klorida, Kalsium hidroksida, Magnesium fosfat, Ferrous sulfate, Zinc sulfate, Dupric sulfate, Manganese sulfate, Sodium iodide, Sodium selenite.;;Mead Johnson Indonesia;BPOM: ML762409086383;Produk ini merupakan pangan olahan untuk keperluan medis khusus untuk payi alergi protein susu sapi. Penggunaan produk ini harus atas rekomendasi dokter dan pengawasan tenaga medis. Penggunaan produk ini bukan untuk pemberian secara parenteral.;PURAMINO 400 G adalah susu yang diformilasikan khusus untuk bayi yang memiliki kandungan MCT Oil 33% dan DHA serta berfungsi untuk bayi yang memiliki alergi terhadap susu sapi berat ataupun alergi makanan berprotein lainnya,,,,
