name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Dolofen-F 400 mg 10 Kapsul,Rp10.400 - Rp12.600,Sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa inflamasi & analgesik: 3-4 kali sehari 400mg. analgesik: 3-4 kali sehari 200-400mg, maks. 2400mg/hari. anak 8-12th: 3-4 kali sehari 200mg. 3-7th: 3-4 kali sehari 100mg. 1-2th: 3-4 kali sehari 50mg.","mual, muntah, diare, konstipasi, nyeri lambung, ruam kulit, pruritus, sakit kepala, pusing dan heart burn.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. untuk nyeri ringan sampai dengan sedang seperti nyeri pasca operasi, nyeri pada penyakit reumatik, nyeri otot, dan untuk meredakan demam","Dus, 10 Strip @ 10 Kapsul",Ibuprofen 400 mg,"Penderita yang hipersensitif terhadap asetosal (aspirin) atau obat antiinflamasi non steroid lainnya, dan wanita hamil trimester 3.Penderita dengan syndroma nasal polyps, angioedema dan reaksi bronkospasme terhadap asetosal (aspirin) atau antiinflamasi non steroid yang lain.",Tempo Scan Pacific,BPOM: DKL1530708501A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 1 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Penderita gangguan fungsi ginjal, gagal jantung, hipertensi, dan penyakit lain yang mengakibatkan retensi cairan tubuh, asma, gangguan pembekuan darah, lupus ertematosus sistemik.Hati-hati penggunaan pada anak usia di bawah 1 tahun, wanita hamil trimester 1 dan 2, dan ibu menyusui.Hati-hati pemberian pada penderita tukak lambung atau mempunyai riwayat tukak lambung.Hati-hati pada penderita yang sedang mendapatkan antikoagulan kumarin.","DOLOFEN-F merupakan obat dengan kandungan Ibuprofen 400 mg Obat ini dapat digunakan untuk meredakan nyeri ringan sampai sedang seperti nyeri setelah pembedahan, sakit gigi, haid, dan sakit kepala"
Dumin 250 mg Rectal Tube 4 ml,Rp36.800 - Rp37.900,Obat dalam rectal tube dimasukkan kedalam anus,Dewasa : 3-4 kali sehari 0.5-1 g. Maksimal : 4 g/hari. Anak 7-12 tahun : 250 mg. Maksimal : 1 g/hari Anak 1-6 tahun : 125 mg. Maks: 750 mg/hari. Anak < 1 tahun : 60 mg. Diberikan 3-4 kali sehari,"Reaksi hipersensitivitas. Gangguan hematologi, pankreatitis akut. Dosis tinggi atau terapi jangka lama dapat menyebabkan kerusakan hati",Obat Bebas (Hijau),"Menghilangkan nyeri pada sakit kepala, sakit gigi, dismenore (nyeri pada saat haid), nyeri otot dan sendi, masuk angin, flu",Tube Rektal 250 Mg/4 ml X 5 X 1,Paracetamol 250 mg,Gangguan fungsi hati. Hipersensitif terhadap paraaminofenol,Actavis,BPOM: DBL0105510758B1,Penggunaan bersama obat lain yang mempengaruhi hati. Gagal hati dan ginjal,"DUMIN 250 MG RECTAL TUBE adalah obat yang berbentuk seperti peluru, digunakan dengan cara dimasukkan ke dalam anus Obat ini berfungsi untuk mengatasi nyeri dan penurun demam"
Eflagen 50 mg 10 Tablet,Rp28.700 - Rp32.500,Sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 14 tahun: 25 mg atau 50 mg, 2 sampai 3 kali per hari.","Nyeri lambung, diare, mual, muntah, kram perut, dispepsia. Pusing, sakit kepala, vertigo, telinga berdenging. Urtikaria, eksim, eritema multiformis. Peningkatan SGOT, SGPT, hepatitis. Trombositopenia, leukopenia, anemia, agranulositosis. Jarang, edema, impotensi, palpitasi, nyeri dada, hipertensi.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri dan mengurangi inflamasi pada pasien Rematoid Atritis akut dan kronis, nyeri pada tulang, spondilitis ankilosa.","Dus, 5 Strip @ 10 Tablet",Kalium Diklofenak 50 mg,"Hipersensitivitas, tukak lambung, serangan asma, urtikaria, rinitis akut, Penyakit jantung iskemik, Penyakit arteri perifer, Penyakit serebrovaskuler, Gagal jantung kongestif (NYHA (New York Heart Association) kelas II-IV).",Sanbe Farma,BPOM: DKL9722222016B1,"HARUS DENGAN RESEP DOKTER. Memiliki riwayat penyakit atau faktor resiko gangguan kardiovaskular, hipertensi, retensi cairan, gagal jantung. Memiliki riwayat penyakit tukak lambung/usus, penyakit Crohn, gangguan fungsi hati, gangguan fungsi ginjal, asma, lansia, anak-anak <14 tahun, ibu hamil dan menyusui. Hipersensitif terhadap diklofenak.","EFLAGEN 50 MG merupakan obat dengan kandungan Kalium Diklofenak yang berfungsi sebagai anti nyeri Obat ini sering digunakan untuk mengatasi sakit gigi, nyeri pada sendi, serta nyeri haid"
Emturnas Forte 650 mg 10 Kaplet,Rp6.100 - Rp6.900,Alergi terhadap paracetamol.,Dewasa dan anak-anak di atas 12 tahun : 1 kaplet tiap 4-6 jam. Sehari tidak boleh lebih dari 6 kaplet atau sesuai dengan petunjuk dokter. Tidak dianjurkan untuk anak-anak usia di bawah 12 tahun.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Jarang terjadi : Ruam kulit.",Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu atau influenza, serta demam sesudah vaksinasi.","Dus, 10 Strip @ 10 Kaplet",Paracetamol 650 mg,Alergi terhadap paracetamol,First Medipharma,BPOM: DBL0007101404B1,"Konsultasikan kepada dokter jika memiliki riwayat kerusakan hati, kerusakan ginjal, malnutrisi, atau infeksi yang serius.","EMTURNAS FORTE merupakan obat dengan kandungan Paracetamol 650 mg Obat ini digunakan sebagai analgesik (pereda nyeri) dan antipiretik (pereda demam) Cara kerja obat ini dipercaya melibatkan penghambatan prostaglandin, terutama pada sistem saraf pusat (SSP)"
Fargetix 500 mg 10 Kaplet,Rp7.100 - Rp8.600,Setelah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak 500 mg, selanjutnya 250 mg tiap 6 jam","sakit kepala, gugup, muntah, berupa diare, hematemesis (muntah darah), hematuria (darah dalam urin), penglihatan kabur, ruam kulit, gatal dan bengkak, sakit tenggorokan dan demam.",Obat Keras (Merah),"Sakit kepala, sakit gigi, nyeri waktu haid, nyeri paska bedah, nyeri otot","Dus, 10 strip @10 tablet",Mefenamic acid 500 mg,"hipersensitvitas, luka lambung, gangguan hati, ginjal, hamil, menyusui",Ifars,BPOM: DKL9509204604A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. - Kategori Kehamilan : C","FARGETIX 500 MG merupakan obat yang di gunakan untuk mengobati nyeri ringan sampai sedang, seperti nyeri sakit gigi dan setelah cabut gigi, sakit kepala, nyeri otot, nyeri sendi, nyeri setelah operasi, termasuk nyeri haid Fargetix mengandung asam mefenamat yang bekerja dengan cara menghambat kerja siklooksigenase enzim ini berfungsi untuk membantu pembentukan prostaglandin saat terjadinya luka dan menyebabkan rasa sakit dan peradangan Dengan mengalami kerja enzim COX, prostaglandin lebih sedikit di produksi yang berarti rasa sakit dan peradanngan akan mereda"
Farsifen 200 mg 10 Tablet,Rp5.200 - Rp6.200,Dikonsumsi bersamaan dengan makanan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa inflamasi & analgesik: 3-4 kali sehari 400mg. analgesik: 3-4 kali sehari 200-400mg, maks. 2400mg/hari. anak 8-12th: 3-4 kali sehari 200mg. 3-7th: 3-4 kali sehari 100mg. 1-2th: 3-4 kali sehari 50mg.","Sakit perut, mual, muntah, sakit kepala, diare, sembelit, pusing, atau mengantuk",Obat Bebas Terbatas (Biru),"Efek antiinflamasi dan analgesik: meringankan gejala rematik tulang, sendi, non sendi,trauma otot dan muskuloskeletal. Efek analgesik: meringankan nyeri pada dismenore primer, sakit kepala, pencabutan gigi dan nyeri sesudah operasi.","Dus, 10 Amplop @ 1 Strip @ 10 Kaplet Salut Selaput",Ibuprofen 200 mg,"Alergi, operasi by pass jantung. asma, demam berdarah",Ifars,BPOM: DTL9509204409A1,HARUS DENGAN RESEP DOKTER. - Di berikan bersamaan makanan - Tidak boleh di gunakan pada orang yang memiliki fungsi hati dan ginjal buruk - Penderita hipertensi - Pada pasien lanjut usia Kategori Kehamilan : D,"FARSIFEN 200 MG 10 TABLET adalah obat yang digunakan untuk meredakan demam, sakit kepala, sakit gigi, sakit pada telinga, nyeri haid, dan nyeri ringan lainnya"
Fasidol 500 mg 10 Kaplet,Rp5.000 - Rp5.800,Sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati, Reaksi hipersensitifitas",Obat Bebas (Hijau),"Meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam","Dus, 10 Strip @ 10 Tablet",Paracetamol 500 mg,Hipersensitif,Ifars,BPOM: DBL9509204704A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayan kesehatan","FASIDOL 500 MG 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Fenamin 500 mg 10 Kaplet,Rp5.000 - Rp8.600,diberikan sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dosis Awal 500 mg, dilanjutkan 250 mg tiap 6 jam, bila perlu.","Sistem pencernaan : mual, muntah, diare dan rasa sakit pada abdominal, Sistem hematopoetik : leukopenia, eosinophilia, trombocytopenia, dan agranulocytopenia, Sistem saraf : rasa mengantuk, pusing, penglihatan kabur dan insomnia.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip @ 10 kaplet salut Selaput",Asam Mefenamat 500 mg,"Tukak GI, atau penyakit inflamasi pada saluran cerna atau bawah. Gagal hati atau ginjal, bronkospasme, rinitis alergi & urtikaria.",Zenith Pharma,BPOM: DKL8627903309A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui. Kategori Kehamilan: C","FENAMIN 500 MG merupakan obat dengan kandungan Asam Mefenamat 500 mg yang berfungsi sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini sering digunakan untuk meredakan sakit kepala, sakit gigi, nyeri haid, nyeri pada otot dan sendi, serta nyeri paska operasi"
Hufagesic 10 Kaplet,Rp3.700 - Rp5.800,Sebelum atau sesudah makan,Kaplet : 3-4 kali sehari 500 mg.,"Reaksi hematologi, reaksi kulit, dan reaksi alergi lainnya, kerusakan hati pada penggunaan jangka lama dan overdosis.",Obat Bebas (Hijau),"Menurunkan demam dan rasa nyeri pada otot/ sendi yang menyertai influenza, vaksinasi dan penyakit akibat infeksi, sakit kepala, sakit gigi, flu, dysmenorrhoea.","Carton Box, 100 Box @ 10 strip @ 10 kaplet - Carton Box, 24 Pot @ 1000 kaplet",Paracetamol 500 mg,Hipersensitif,Gratia Husada Farma,BPOM: DBL9107801704A1,Penyakit ginjal,"HUFAGESIC 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Iremax 200 mg 10 Tablet,Rp15.000 - Rp16.900,Dikonsumsi sesudah makan,1 tablet 3-4 kali sehari bila diperlukan,"Mual, muntah, diare, konstipasi, nyeri, dan panas pada epigastrik",Obat Bebas Terbatas (Biru),"Meringankan nyeri ringan sampai sedang pada otot, nyeri haid dan nyeri sesudah pembedahan","Dus, 10 Amplop @ 1 Strip @ 10 Tablet","Ibuprofen 200 mg, Paracetamol 350 mg.","Hipersensitif terhadap ibuprofen, paracetamol, asetosal dan NSAID lainnya, ulkus peptikum berat dan aktif. penderita polip hidung",Guardian Pharmatama,BPOM: DTL9708009410A1,"Hati-hati terhadap penderita bronkospasme, alergi rhinitis dan urtikaria akibat asetosal atau AINS lainnya karena kemungkinan terjadi sensitivitas silang, Hati-hati bila digunakan pada penderita dengan riwayat penyakit saluran cerna bagian atas dan jantung, hipertensi dan keadaan lain yang berhubungan dengan retensi cairan dan gangguan koagulasi intrinsik, Tidak dianjurkan untuk digunakan pada anak-anak usia kurang dari 12 tahun karena dikhawatirkan terjadi gangguan hati, Hati-hati terhadap penderita bronkospasme,alergi rhinitis dan urtikaria akibat asetosal atau AINS lainnya karena kemungkinan terjadi sensitivitas silang, Hati-hati bila digunakan pada penderita dengan riwayat penyakit saluran cerna bagian atas dan jantung, hipertensi dan keadaan lain yang berhubungan dengan retensi cairan dan gangguan koagulasi intrinsik, Tidak dianjurkan untuk digunakan pada anak-anak usia kurang dari 12 tahun karena dikhawatirkan terjadi gangguan hati","IREMAX 200 MG 10 TABLET mengandung kombinasi obat berupa Paracetamol dan Ibuprofen Obat ini digunakan untuk menurunkan demam, meredakan sakit kepala, sakit gigi, nyeri telinga, dapat pula meredakan nyeri sedang seperti migrain, nyeri haid, nyeri karna batu ginjal, nyeri pasca operasi, nyeri otot dan sendi termasuk nyeri akibat penyakit asam urat dan rheumatik"
Mefinter 500 mg 4 Tablet,Rp11.300 - Rp13.200,diberikan sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Efek signifikan yakni Reaksi anafilaktoid, retensi cairan, anemia, hiperkalemia. Gangguan sistem darah dan limfatik: Eosinofilia, leukopenia, trombositopenia, purpura, agranulositosis. Gangguan jantung: Dispnea. Gangguan telinga dan labirin: Tinnitus. Gangguan gastrointestinal: Diare, mual, muntah, sakit perut, perut kembung, sembelit, dispepsia, mulas, gastritis. Gangguan hepatobilier: Hepatitis, penyakit kuning. Pemeriksaan penunjang: Peningkatan enzim hati. Gangguan sistem saraf: Meningitis aseptik, sakit kepala. Gangguan kejiwaan: Gugup, insomnia, kebingungan, depresi. Gangguan ginjal dan kemih: Disuria, sistitis. Gangguan sistem reproduksi dan payudara: Hematuria. Gangguan pernapasan, toraks dan mediastinum: Asma. Gangguan kulit dan jaringan subkutan: Pruritus, urtikaria, ruam, eritema multiforme. Gangguan pembuluh darah: Hipertensi. Berpotensi Fatal: Kejadian trombotik CV termasuk MI dan stroke, peradangan gastrointestinal, perdarahan, ulserasi, perforasi. Jarang, dermatitis eksfoliatif, nekrolisis epidermal toksik, sindrom Stevens-Johnson, hepatitis fulminan, nekrosis hati, gagal hati.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri paska operasi","Dus, 25 Strip @ 4 Kapsul",Asam Mefenamat 500 mg,"Hipersensitivitas. Pasien dengan aktif atau riwayat tukak/perdarahan peptikum berulang, riwayat perdarahan gastrointestinal atau perforasi (terkait dengan terapi NSAID sebelumnya), penyakit radang usus, gagal jantung berat, riwayat asma, bronkospasme, rinitis, angioedema, urtikaria, atau tipe alergi reaksi setelah minum aspirin atau NSAID lainnya. Pengobatan nyeri peri-operatif dalam pengaturan operasi CABG. Ginjal (CrCl <30 mL/menit) dan gangguan hati berat. Kehamilan (trimester ketiga).",Interbat,BPOM: DKL8517602009A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Hati-hati penggunaan pada pasien dengan faktor risiko kejadian KV (misalnya hipertensi, hiperlipidemia, diabetes mellitus, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","MEFINTER mengandung Asam mefenamat yang merupakan golongan NSAID Asam mefenamat secara reversibel menghambat siklooksigenase-1 dan -2 (COX-1 dan -2), sehingga mengakibatkan penurunan laju sintesis prostaglandin dan menunjukkan sifat analgesik, anti-inflamasi serta antipiretik Obat dengan kandungan Asam Mefenamat diindikasikan untuk nyeri ringan sampai sedang seperti sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri pasca operasi"
Mirasic 500 mg 10 Kaplet,Rp5.300 - Rp9.900,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Hematological, alergi kulit, reaksi alergi lain dan kerusakan hati untuk penggunaan jangka panjang.",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 10 Strip X 10 Tablet",Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Sampharindo Perdana,BPOM: DBL0123402704A2,"Pasien dengan gagal ginjal, gangguan fungsi hati","MIRASIC 500 MG 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Mirasic Forte 650 mg 10 Tablet,Rp7.100 - Rp11.900,Sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Hematological, alergi kulit, reaksi alergi lain dan kerusakan hati untuk penggunaan jangka panjang.",Obat Bebas (Hijau),"Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.",1 Dos Isi 10 Strip X 10 Tablet,Paracetamol 650 mg,Pasien yang memiliki riwayat hipersensitif.,Sampharindo Perdana,BPOM: DBL0623402704B1,Disfungsi hati dan ginjal,MIRASIC FORTE merupakan obat dengan kandungan Paracetamol Obat ini digunakan untuk meringankan rasa nyeri dan menurunkan demam Obat ini bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)
Mixalgin 10 Tablet,Rp7.000 - Rp12.100,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Anak : 1 kali sehari 1 tablet. Dewasa : 1 kali sehari 1-2 tablet,"Gangguan fungsi hati, ginjal. Gangguan pencernaan, Hiperhidrosis atau keringat berlebih Tekanan darah rendah Pusing Air seni kemerahan Agranulositosis Mual Sakit perut",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Untuk menghilangkan sakit kepala, neuralgia, nyeri otot dan sendi, rematik, influenza, sakit pinggang, kolik ginjal dan empedu.","Dus, 10 strip @ 10 tablet","Methampyrone 500 mg, Vitamin B1 50 mg, Vitamin B6 10 mg, Vitamin B12 10 mcg, Caffeine 50 mg.","Hipersensitif, anak kurang dari 14 tahun Wanita hamil dan menyusui, penderita tukak lambung, tekanan darah rendah,",Erela,BPOM: DKL8506302509A1,"HARUS DENGAN RESEP DOKTER. Hindari penggunaan jangka panjang, mengingat risiko agranulositosis yang bisa berakibat fatal. Harap berhati-hati penggunaan pada orang dengan gangguan pembentukan darah/kelainan darah, gangguan fungsi hati atau ginjal. Dalam hal ini perlu dilakukan pemantauan fungsi hati dan darah. Hati-hati menggunakan Mixalgin pada orang dengan asma bronkial, terutama yang disertai rhinosinusitis","MIXALGIN di gunakan untuk meredakan sakit derajat sedang hingga berat, sperti rematik, nyeri sendi, sakit gigi, sakit kepala, nyeri haid, sakit punggung, nyeri kolik, pasca operasi Metampiron adalah obat antiinflamasi nonsteroid (OAINS), bekerja dengan cara menghalangi sintesis prostaglandin dengan cara menghambat pembentukan enzim cyclooxygenase Vitamin B kompleks Adapun kandungan Vitamin B1, B6, dan B12 berkhasiat baik terhadap kesehatan saraf, memperbaiki sel-sel saraf yang rusak yang mencetuskan nyeri, bahan baku pembentukan sel darah merah, dan mengoptimalkan pemanfaatan energi oleh tubuh Kafein Mixalgin juga mengandung Trimethylxanthine yang dikenal luas sebagai kafein yang bertindak sebagai zat stimulan"
